screen_name,text
realDonaldTrump,"""@Gearssuxs: @loudobbsnews @realDonaldTrump I'm a democrat and switch over to republican just to vote for trump in the primary.""  Great!"
realDonaldTrump,"If I only had 1 person running against me in the primaries like Hillary Clinton, I would have gotten 10 million more votes than she did!"
HillaryClinton,"RT @POTUS: Nearly 100 years ago, women broke down barriers to the ballot box, moving us closer to a more equal nation. Let's finish what th…"
realDonaldTrump,"Thank you Michigan! #VoteTrumpMI
Trump 35%
Kasich 17%
Cruz 12%
Rubio 12%
Carson 9% 
Via: ARG"
mike_pence,"#MakeAmericaGreatAgain 
#DesMoines #Iowa #TrumpTrain https://t.co/mll1En97F0"
TheDemocrats,"RT @DWStweets: The #iacaucus is tomorrow. There's so much at stake, and this is the most important election of our lifetime. Let's elect De…"
mike_pence,"RT @GovPenceIN: Our goal by 2025 is to have at least 60% of Hoosiers earn a post-secondary degree, certificate or credential, beyond a high…"
realDonaldTrump,"""@barbaraslavin1: @RuthMarcus @washingtonpost bashing distinguished women journalists won't win you votes""  She is 3rd rate, a total dummy!"
realDonaldTrump,Great afternoon in Ohio &amp; a great evening in Pennsylvania - departing now. See you tomorrow Virginia! https://t.co/jQTQYBFpdb
realDonaldTrump,"""@KinnardJan: @Itsjoeco @realDonaldTrump I took Trump University class and saved my home!"""
timkaine,RT @M_Figueroa06: Sen. Kaine fills VCU lecture hall to talk about @MarkWarnerVA commitment to reducing student debt #MarkMyVote http://t.co…
HillaryClinton,"Trump: ""I love war, in a certain way."" https://t.co/fnY9NFRE3R"
timkaine,"Saddened that one of VAs finest, Trooper Nathan-Michael Smith, passed away while serving in the line of duty. My prayers are with his family"
realDonaldTrump,I will be interviewed on @NewDay @CNN at 7:00 A.M.
TheDemocrats,"Planned Parenthood has been a place for women to access quality, affordable health care for decades. We #StandWithPP https://t.co/0vN6lTJC86"
TheDemocrats,We can't let one of them become the next president. Add your name: https://t.co/FH8HX5kgNb https://t.co/YKytGxIzPa
TheDemocrats,"RT @DNCWomen: Trump has said of women — ""you have to treat ‘em like sh*t.” And his modeling agency lived up to his word. https://t.co/duMrJ…"
mike_pence,#SuperSaturday is only 2 days away! Sign up now to volunteer with #TeamPence! https://t.co/89k6E87lH3
GOP,Justice Scalia was a man of God and country. His undying commitment to the Constitution will never be forgotten. https://t.co/r3BJA5aZug
realDonaldTrump,The Iran deal is terrible. Why didn't we get the uranium stockpile - it was sent to Russia. #SOTU
HillaryClinton,"""If you believe we should expand Social Security and protect a woman's right to make her own heath care decisions, join us!” —Hillary"
TheDemocrats,"RT @BernieSanders: Anybody in this country, regardless of their income, should be able to go get a higher education. #DemTownHall"
TheDemocrats,"Trump isn’t a scientist, but these people are. #GOPDebate https://t.co/ctIIRR67GT"
HillaryClinton,"Let's go win this, together. https://t.co/vCKpROauyZ"
timkaine,Thanks to the @CFTNI for inviting me to discuss war powers reform today. http://t.co/IOtYgyQERL
GOP,Clinton right now. #DemDebate https://t.co/4bKIBq9tA4
TheDemocrats,RT if you're standing with Democrats in 2016 https://t.co/E7LsOvTldH
timkaine,Watch the #DoYourJob  #SCOTUS nomination press conference live today at noon here: https://t.co/HWMvuhBzGQ
GOP,"RT @ChrisABeal: #GOPVets taking the initiative to #LeadRight2016 Proud to meet, get to know, and work with these leaders. https://t.co/hc04…"
GOP,There are 57 delegates at stake today during the #INPrimary https://t.co/hL7uesTV1D
HillaryClinton,Trump boasts the support of some of the most extreme voices in politics. Now one of them runs his campaign: https://t.co/A6h02WDYfd
GOP,Clinton began negotiations that got us this ⬇️ #DemDebate https://t.co/62kLjmcktY
mike_pence,"RT @Indiana_EDC: .@GovPenceIN congratulates @NortheastIN, @Regional_Cities &amp; @SouthwestIN funding for #INRegionalCities plans. https://t.co…"
GOP,"🙌  RT @JonStaab: Hey America, high five from Reno Nevada #LeadRight2016 #StayClassy https://t.co/TL8BPKOwbS"
TheDemocrats,🍦 https://t.co/7v3Paf5v5F
TheDemocrats,RT @GeorgiaDemocrat: Gov. Deal just announced that he will veto #HB757. RT if you agree that all Georgians are equal. #gapol https://t.co/U…
TheDemocrats,You and a friend could join them in Iowa next weekend. Enter to win! https://t.co/bb94skC22C https://t.co/dbn1NAo3ce
realDonaldTrump,"I will be on @seanhannity tonight- from Las Vegas, Nevada at 10pmE. Enjoy! #Hannity #Trump2016 https://t.co/mx5rxf4oHl"
HillaryClinton,"""We need to close the gender pay gap...Latinas earn just 55 cents for every dollar earned by a white man. That is just outrageous."" —Hillary"
GOP,"What's a ""security inquiry,"" @HillaryClinton? https://t.co/ogFeZPfBRX"
timkaine,This fall the only thing I'm more excited about than football season is Election Day. Let's bring home wins in both… https://t.co/kIQXc2RDpV
TheDemocrats,When you have a nightmare but then you wake up and check https://t.co/I9W8auiT3E https://t.co/JOi8ioTe8E
TheDemocrats,This Purple Heart recipient has a request for Donald Trump: https://t.co/lskmY2hiUM https://t.co/IsyGef4oJH
realDonaldTrump,"For the great people of Iowa, find your #IACaucus location at https://t.co/ANvTcZqfOq - so important to vote! #MakeAmericaGreatAgain"
TheDemocrats,"If last night's #GOPDebate made you scream, add your name to elect another Democrat in 2016: https://t.co/xmPSfwlGi8 https://t.co/FijxKb2xTb"
mike_pence,Karen and I loved seeing our friends on the south side at the Perry Township Lincoln Day Dinner tonight! https://t.co/0WSLcRroMP
mike_pence,RT @GovPenceIN: It's been a great day so far! The activities are winding down and dinner is about to be served! https://t.co/RJhfR7nvv3
HillaryClinton,Stronger Together comes out in Sept—a book on Hillary's policy plans and vision for America: https://t.co/okQWnu725t https://t.co/lzyuvRstpt
TheDemocrats,https://t.co/I9W8auiT3E
timkaine,Watch my video about Kaine Connects office hours which are held across Virginia then RT to spread the word! https://t.co/ohsjGLwRR8
timkaine,RT @HuffingtonPost: The Democrats' old leaders on foreign policy or gone or going. Meet the new guard. http://t.co/m0MdBWKUc9
realDonaldTrump,Happy 226th Birthday to the United States Coast Guard. Thank you @USCG! #CoastGuardDay https://t.co/hr4O8Xgq2R
HillaryClinton,8 things you can do *today* to help elect Hillary: https://t.co/fFpvl62RMB
TheDemocrats,RT @AfAmDemocrats: It's time for Republicans in Congress to step up. #Enough https://t.co/RdofFM1taD
HillaryClinton,"This is what a comprehensive (not ""secret"") counterterrorism plan looks like. https://t.co/QgVruA4rQA"
TheDemocrats,"A note for the GOP field, straight from the Founding Fathers. #GOPDebate https://t.co/ZXpz7dQpLo"
GOP,New documents show Hillary Clinton’s brother lobbied for some of her husband’s most controversial pardons. https://t.co/5SrEuanGc9
HillaryClinton,"""I will be a president for Democrats, Republicans, and Independents. For the struggling, the striving and the successful…for all Americans."""
TheDemocrats,Voting against this allowed Cruz to simultaneously compromise his fiscal conservatism &amp; America's values #FinalFive https://t.co/w43txhoCXX
realDonaldTrump,"The media is really on a witch-hunt against me. False reporting, and plenty of it - but we will prevail!"
HillaryClinton,"A couple of New Yorkers heading to the polls. #PrimaryDay
https://t.co/NWLHCzykyU"
HillaryClinton,"A new friend in Brooklyn.
https://t.co/5v8Ka03njc"
realDonaldTrump,Thank you for your wonderful endorsement today @TGowdySC. It means a great deal to me. We will not disappoint! #Trump2016
TheDemocrats,2015 saw record job growth and historically low uninsured rates. Cheers to more progress in the year to come. https://t.co/f7d2UYhC46
timkaine,Pleased to see @USArmy placing women into combat units &amp; command roles. Everyone must have the opportunity to serve to their full potential
HillaryClinton,"""NY elected her to the seat once held by another outsider, Robert Kennedy. She didn’t let him down.” —@BillClinton on Hillary’s Senate run"
TheDemocrats,#WednesdayWisdom https://t.co/Ifgq4iCYA5
realDonaldTrump,"I will end common core. It's a disaster.
https://t.co/d83XYrqZ3m
#MakeAmericaGreatAgain #Trump2016 https://t.co/r0Sc6zm80I"
realDonaldTrump,"Thank you, Florida! #Trump2016 https://t.co/npcw1AN2ht"
timkaine,"Great meeting w/ @dstinc1913 sisters from VA to discuss important issues: HBCU's, #CTE, job training #DeltaDays2015 http://t.co/D5e0gHOoH9"
HillaryClinton,"""We all understand what it will mean for our daughters and granddaughters when Hillary Clinton walks into the Oval Office."" —@JoeBiden"
TheDemocrats,"As long as there are people who don't understand this, we'll keep saying it. https://t.co/8I3uEMfAry"
timkaine,Was in Richmond on Thu hearing directly from ex-offenders on what actions could help ease reentry back into society http://t.co/IWICKKCEFS
TheDemocrats,"Take it from John Lewis: The right to vote is sacred. Commit to electing Democrats: https://t.co/v7xPIdHV4F
https://t.co/cPtWNYPIAz"
HillaryClinton,"RT @mikiebarb: This from @jwpetersNYT on the hard-right GOP platform, feels like it could have been written a decade ago. Or two. https://t…"
HillaryClinton,It's not brain surgery: Republicans tend to be a bit more truth-y when the presidency isn't on the line. #RNCinCLE https://t.co/LX3y5Iq7p7
TheDemocrats,TL;DR on GOP tax plans — explode the deficit and add millions to the national debt: https://t.co/DfqQ7UvqGC https://t.co/NRJoaZbr59
mike_pence,"Refrigerated-warehousing firm plans $13.6M expansion, 65 new jobs https://t.co/harSEooaIp @IBJnews"
realDonaldTrump,Just landed in Iowa to attend a great event in honor of wonderful Senator @JoniErnst. Look forward to being with all of my friends.
TheDemocrats,This little guy is on our Instagram - see why he visited DNC HQ at https://t.co/rHiqBjNnF0 https://t.co/p6Bm6NIZSS
timkaine,#SmallBiz keeps the Commonwealth's economy strong &amp; innovative. Best wishes on a good #b2g expo today to the @RestonChamber #SmallBizWeek
TheDemocrats,Thank you to every single Democrat who voted today. https://t.co/kTGsR1DTjV
timkaine,CTE can lead middle school students to career exploration #CTEMonth @actecareertech @nassp @CTEworks @MGForumSTW https://t.co/Jp8P341NXP
GOP,A reminder before tonight's #DemDebate ⬇️ https://t.co/527ggIGInV
GOP,"Today's speakers at the @GOPconvention ⬇️ #RNCinCLE #MakeAmericaSafeAgain
Watch LIVE: https://t.co/aXpJfoHUZq https://t.co/9TVfxgNU2w"
timkaine,We have to wake up each day and commit to the fight to move this country a little bit closer to equality. https://t.co/taErjPlKhz
timkaine,Tune in to @NPRWeekend now for my discussion w/ @nprscottsimon on the announced deployment of US forces to #Syria https://t.co/qhF6JVVerM
TheDemocrats,Say you'll do your part to keep Trump out of the White House: https://t.co/qXEnqsVMdZ https://t.co/ctyrd1g3gA
HillaryClinton,RT @albamonica: 7th stop of the day: HRC continues call for an end to the tipped wage at Colors restaurant in Noho https://t.co/PAQnW5G9tO
HillaryClinton,"RT @ddlovato: The election is just weeks away. Check if you're registered to vote at https://t.co/HcMAh8ljR0, only takes a few clicks! http…"
mike_pence,Have plans tomorrow? Spend the day with #TeamPence! Go to the link to sign up for #SuperSaturday. https://t.co/gAUNaHBqxx
mike_pence,RT @GovPenceIN: Reflecting on our Irish roots and family trip to the Emerald Isle this #StPatricksDay https://t.co/nELBQNZ50g
HillaryClinton,"“If you believe we are stronger together, then let’s work our hearts out to make Hillary Clinton the next president.” —@ElizabethForMA"
HillaryClinton,"RT @AmericasVoice: .@DavidLeopold: ""Trump laid out the most hardline, mean spirited immigration proposal in U.S. history."" https://t.co/5We…"
GOP,"Hillary's recent polls: ""exactly the kind of candidate a majority of Americans say they don't want to vote for"" http://t.co/IuojccSlSR"
realDonaldTrump,Thank you to @foxandfriends for the nice reviews of last night.
timkaine,"Proud to introduce bipartisan bill w/ @MarkWarner to authorize expansion of @PetersburgNPS, supporting tourism &amp; local economies in Virginia"
HillaryClinton,"""She never let me back down from any challenge...she was right. You have to stand up to bullies."" —Hillary on advice from her mom, Dorothy"
mike_pence,"RT @GovPenceIN: The approval of IN’s waiver maintains the local control of education that school districts, teachers and Hoosier parents ha…"
HillaryClinton,"There's only one candidate who can step into the Oval Office and lead on day one. https://t.co/gJkxN4pbvF
https://t.co/cV75J39V7T"
HillaryClinton,"Debt shouldn't hold people back from going to college.

Let's make sure it doesn’t. https://t.co/Y9Q5eveR2N https://t.co/xOQHVsVmj1"
timkaine,Tune in to @WTOP now as I discuss the Senate bill to fix the #HobbyLobby decision http://t.co/q0BU0ycTr2
HillaryClinton,"RT @dominiclowell: Christine Leinonen is a symbol of strength for all Americans, especially #LGBT people. My heart is with her and her son,…"
TheDemocrats,RT @HillaryClinton: Meet the starting line-up for Team Trump at the #RNCinCLE: https://t.co/RmVXAzOGoR https://t.co/qt5WajUmF6
mike_pence,"RT @GovPenceIN: Some things r meant 2 be, Peyton winning #SB50 in what may be the last game of his career is a storybook ending, congrats 1…"
mike_pence,Thank you North Carolina! @realDonaldTrump &amp; I are grateful for your support! #TrumpPence16 https://t.co/qs6Bem8Ob8
realDonaldTrump,"""@MyPresidentme: Here's Trump #AIPAC2016 in case anyone missed it. It is a must watch. https://t.co/cGCIYE7yZB"""
TheDemocrats,"RT @DNCWomen: Orlando's first woman Chief of Police is officially our candidate for Congress in FL-10! Congrats, @val_demings. https://t.co…"
timkaine,Congrats to Tony Bennett and the Hoos on a fantastic season
GOP,ICYMI: Insurrection erupts at DNC: http://t.co/mEpbeNRV1T http://t.co/OepkaG3t4S
realDonaldTrump,"""@longtalltexan20 @realDonaldTrump  I love it when TRUMP calls out MSM for what they really are!  Cams starting to show crowds at rallies!"""
